Invoice ID,Date,Branch,City,Customer Type,Gender,Product,Category,Quantity,Unit Price,Payment,Rating,Sales
INV-484,2024-10-28,Branch B,Bangalore,Normal,Male,Yogurt,Dairy,6,85.0,Cash,4.8,510.0
INV-485,2024-12-07,Branch B,Bangalore,Member,Male,Chips,Snacks,5,55.0,Cash,4.0,275.0
INV-486,2024-05-22,Branch B,Bangalore,Normal,Female,Rice,Grains,6,80.0,Credit Card,4.8,480.0
INV-487,2024-08-02,Branch B,Bangalore,Member,Female,Biscuits,Snacks,5,45.0,Credit Card,4.4,225.0
INV-488,2024-08-17,Branch B,Bangalore,Member,Male,Rice,Grains,6,80.0,Credit Card,3.8,480.0
INV-489,2024-04-30,Branch B,Bangalore,Member,Female,Milk,Beverages,6,95.0,UPI,4.4,570.0
INV-490,2024-11-02,Branch B,Bangalore,Member,Male,Sugar,Grocery,5,50.0,Cash,4.8,250.0
INV-491,2024-02-15,Branch B,Bangalore,Normal,Female,Milk,Beverages,6,95.0,UPI,4.3,570.0
INV-492,2024-09-09,Branch B,Bangalore,Member,Female,Eggs,Dairy,5,65.0,Credit Card,4.6,325.0
INV-493,2024-06-11,Branch B,Bangalore,Normal,Male,Sugar,Grocery,5,50.0,UPI,4.6,250.0
INV-494,2024-11-20,Branch B,Bangalore,Member,Female,Wheat Flour,Grains,6,90.0,Cash,3.8,540.0
INV-495,2024-02-10,Branch B,Bangalore,Member,Male,Tea,Beverages,6,75.0,UPI,4.0,450.0
INV-496,2024-06-07,Branch B,Bangalore,Member,Female,Rice,Grains,6,80.0,Cash,4.8,480.0
INV-497,2024-02-04,Branch B,Bangalore,Member,Female,Biscuits,Snacks,5,45.0,Credit Card,3.9,225.0
INV-498,2024-02-02,Branch B,Bangalore,Normal,Male,Sugar,Grocery,5,50.0,Cash,3.9,250.0
INV-499,2024-11-04,Branch B,Bangalore,Member,Male,Tea,Beverages,6,75.0,Credit Card,3.6,450.0
INV-500,2024-02-16,Branch B,Bangalore,Member,Male,Bread,Bakery,5,55.0,Cash,4.3,275.0
